ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_OLAFSJ,C,34,Don’t know or N/A,No,No,Don't know,Don't know,50000,109000,30000,6,NA,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_IM2L18,C,38,Yes,No,No,No,No,450000,50000,450000,NA,NA,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,No,Never had,Never had,Have now,Yes,3,NA,NA,Yes,NA,NA,Low
ID_98CXGP,D,38,Yes,No,No,No,No,300,43200,57600,0,Never had,Have now,NA,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,No,2,Never had,Have now,NA,NA,NA,Medium
ID_1MQP8E,D,35,No,No,No,No,Yes,50,3600,5400,2,Never had,NA,NA,Yes,Female,No,No,Never had,No,No,No,No,No,NA,NA,NA,NA,NA,NA,No,6,Never had,Never had,NA,NA,NA,Low
ID_AV917R,A,56,Yes,Yes,No,Yes,Yes,1500,1500,5000,3,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_3OBKJQ,C,72,Don’t know or N/A,Yes,No,No,Yes,10000,84000,300000,32,NA,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,No,Yes,No,NA,Don't know,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_NYWBTF,D,30,Yes,No,No,Don't know,Yes,50,2400,3600,4,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Don't know,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_7DIVZG,D,54,Yes,Yes,No,No,Yes,50,1560,720,0,Never had,NA,NA,No,Male,"Yes, always",No,Never had,"Yes, always",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,3,Never had,Never had,NA,NA,NA,Low
ID_BEO4EU,A,47,Yes,No,No,Yes,Yes,1500,2000,7500,1,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,No,No,Don't know,Yes,Yes,Yes,Have now,Never had,Have now,NA,10,Never had,Never had,NA,Never had,Never had,Medium
ID_BL4OTP,C,62,No,Yes,No,No,Yes,2240000,400000,26880000,9,NA,Have now,Yes,Yes,Male,No,No,Have now,Yes,No,Yes,No,NA,No,No,Yes,Have now,Never had,Have now,Yes,NA,NA,NA,Yes,NA,NA,High
ID_R3BFKB,D,53,Yes,Yes,Don’t know,Don't know,Don't know,40,240,480,0,Never had,NA,Yes,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,10,Never had,Never had,Yes,NA,NA,Low
ID_H6T1NT,A,37,No,No,Yes,No,No,8000,5000,50000,13,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Yes,No,Yes,Yes,Never had,Never had,Have now,NA,5,Never had,Never had,NA,Never had,Never had,Low
ID_QTAYBG,B,34,Yes,No,No,Don't know,Don't know,1500,800,500,0,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,NA,NA,NA,NA,Yes,Never had,Used to have but don't have now,Low
ID_5K9IT5,D,40,Yes,No,No,No,Yes,720,NA,NA,11,Never had,NA,NA,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_6DTVLD,D,47,Yes,No,No,No,Yes,50,1440,2400,20,Never had,NA,NA,No,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Have now,Yes,NA,NA,Medium
ID_LXMV2Z,D,28,Yes,Yes,No,Don't know,Don't know,150,720,1800,4,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,Don't know,Do not know / N‎/A,No,Yes,NA,NA,NA,NA,NA,NA,No,2,Never had,Never had,NA,NA,NA,Low
ID_JO7C5Q,D,40,No,Don’t know or N/A,No,Don't know,Don't know,20,168,240,NA,Never had,NA,NA,No,Female,No,No,Never had,No,Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,1,Never had,Never had,NA,NA,NA,Low
ID_6JNSCZ,C,27,Yes,No,No,No,Yes,500000,250000,360000,2,NA,Have now,No,No,Male,"Yes, sometimes",Yes,Have now,No,No,Yes,No,NA,Yes,No,No,Never had,Never had,Have now,No,NA,NA,NA,Yes,NA,NA,Medium
ID_RBRXDY,B,58,Yes,No,No,Yes,Yes,2000,1200,5000,0,Never had,Have now,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_MHCBEO,D,61,Yes,Yes,Don’t know,Don't know,Don't know,NA,NA,NA,1,Never had,NA,NA,No,Female,No,No,Never had,No,Don't know,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,NA,NA,NA,Low
ID_8KPQPJ,C,41,No,Yes,No,Don't know,Yes,800000,400000,9550000,3,NA,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Don't know,No,No,Never had,Never had,Used to have but don't have now,Yes,NA,NA,NA,Yes,Never had,Never had,Low
ID_I5B9OI,C,23,No,Yes,No,Yes,Yes,400000,480000,5200000,1,NA,Used to have but don't have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,Yes,NA,NA,NA,No,Have now,Never had,Low
ID_87M5C6,B,93,Yes,No,No,Yes,Yes,3900,1500,2000,3,Never had,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,Yes,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_SPI0VP,C,38,Don’t know or N/A,No,Yes,No,Yes,100000,400000,4000000,4,NA,Have now,No,Yes,Female,No,No,Have now,Yes,No,Don?t know / doesn?t apply,No,NA,Yes,No,No,Never had,Never had,Have now,No,NA,NA,NA,Yes,NA,NA,Medium
ID_D32LX2,A,42,Yes,No,No,No,Yes,2500,5000,350000,5,Never had,Have now,0,Yes,Female,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,NA,Yes,Used to have but don’t have now,Have now,Have now,NA,2,Never had,Have now,NA,Never had,Never had,Medium
ID_MPQ0HZ,A,46,Yes,Yes,No,Yes,Yes,15000,1500,6000,13,Never had,Never had,Yes,Yes,Male,No,Yes,Never had,"Yes, always",Yes,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Have now,NA,0,Never had,Never had,NA,Never had,Never had,Low
ID_JB4HLL,A,32,No,Yes,No,Yes,No,2500,4000,14000,1,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,6,Never had,Have now,NA,Never had,Used to have but don’t have now,Medium
ID_VZLSG5,D,18,Yes,No,Yes,No,No,NA,NA,NA,0,Have now,NA,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,No,3,Have now,Never had,NA,NA,NA,Medium
ID_ZEEDHH,A,41,Yes,No,No,Yes,Yes,800,300,800,2,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,9,Never had,Have now,NA,Never had,Never had,Medium
ID_3XUXNB,A,38,Yes,No,No,No,Yes,8000,12000,19200,0,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,No,No,No,Don't know,Yes,NA,NA,Never had,Have now,Never had,NA,11,Never had,Never had,NA,Never had,Never had,Low
ID_03DAZ3,C,36,Yes,No,No,No,No,560000,400000,6720000,7,Have now,Have now,No,Yes,Female,No,Yes,Never had,Yes,Yes,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,Never had,Have now,No,NA,NA,Medium
ID_8TIR0P,A,52,Yes,No,No,No,Yes,3000,1700,3000,3,Never had,Used to have but don’t have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,NA,7,Never had,Have now,NA,Never had,Never had,Medium
ID_JAV6NI,C,32,Don’t know or N/A,No,No,Don't know,Don't know,35000,108000,20000,11,NA,Never had,No,No,Male,No,Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_BEC41R,A,44,No,Yes,No,Yes,Yes,4400,380,1100,10,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,6,Never had,Have now,NA,Never had,Never had,Medium
ID_1N97NF,C,36,Don’t know or N/A,Yes,No,No,Yes,210000,20000,5000000,2,NA,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,NA,Yes,No,Yes,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_CVPNX4,C,32,No,No,No,No,No,120000,500,4000,10,NA,Used to have but don't have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,NA,Don't know,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_26ASF3,D,38,No,No,No,No,Yes,300,1800,3600,4,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,Yes,8,Never had,Never had,NA,NA,NA,Low
ID_YL65PX,D,32,Yes,No,No,No,No,50,NA,NA,2,Never had,NA,NA,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_O98IBO,B,64,No,No,No,Don't know,No,500,300,500,2,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,Have now,Used to have but don't have now,Have now,NA,NA,NA,NA,No,Never had,Used to have but don't have now,Low
ID_9PVMTM,B,35,Yes,No,No,No,No,6000,500,3000,2,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Have now,Used to have but don't have now,Medium
ID_XGF73N,D,39,Yes,Yes,No,No,Yes,20,240,600,13,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Yes,2,Never had,Never had,Yes,NA,NA,Low
ID_325CAM,A,32,No,Yes,No,No,Yes,1600,1200,2800,2,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Don't know,Yes,Yes,NA,Never had,Never had,Never had,NA,5,Never had,Never had,NA,Never had,Never had,Low
ID_UA9GYD,C,40,Yes,Yes,No,Yes,Yes,20000,6000,11000,11,NA,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,Don?t know / doesn?t apply,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,Used to have but don't have now,Never had,Low
ID_I8E8QK,C,24,Yes,Yes,Yes,No,Yes,750000,7200000,9000000,1,NA,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,Yes,Yes,Yes,No,NA,Yes,No,No,Never had,Never had,Used to have but don't have now,No,NA,NA,NA,Yes,NA,NA,Medium
ID_0MDX1Z,C,44,Don’t know or N/A,No,No,No,Yes,120000,180000,400000,10,NA,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,NA,Don't know,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_I1COXP,D,26,Yes,No,No,Yes,Yes,30,276,360,2,Never had,NA,NA,No,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,4,Never had,Never had,Yes,NA,NA,Low
ID_JE2OTB,D,35,Yes,Yes,No,No,No,60,480,240,0,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,3,Never had,Never had,Yes,NA,NA,Low
ID_D0LKD9,D,32,No,Yes,Don’t know,Yes,Yes,35,1080,3600,9,Never had,Have now,NA,No,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,1,Have now,Have now,Yes,NA,NA,Medium
ID_KJW6NY,A,58,Yes,Yes,No,Yes,Yes,400,200,5000,1,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,No,Yes,Yes,Yes,Don’t know (Do not show),Never had,Never had,NA,6,Never had,Never had,NA,Never had,Never had,Low
ID_L7L9BG,C,36,No,Yes,No,Don't know,Yes,150000,130000,200000,15,NA,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,No,No,NA,Yes,No,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,Have now,Never had,Low
ID_O6RHD5,C,25,Don’t know or N/A,Yes,No,Yes,Yes,300000,165000,400000,19,NA,Have now,No,Yes,Male,No,Yes,Never had,Yes,Yes,Yes,No,NA,Yes,No,Yes,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_6WU6HJ,D,25,Yes,Yes,No,No,Yes,390,NA,NA,2,Never had,NA,NA,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_DXX8TF,C,44,Don’t know or N/A,Yes,No,No,No,360000,240000,360000,13,NA,Have now,No,Yes,Female,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,Never had,Never had,Low
ID_QHE4QG,A,37,Yes,No,No,Yes,Yes,2000,400,1500,6,Never had,Never had,0,Yes,Female,No,Yes,Never had,No,Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_NPA25B,D,31,Don’t know or N/A,Yes,No,No,No,260,6240,6240,1,Never had,Have now,NA,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_RG29D2,A,66,Yes,Yes,Yes,No,Yes,5000,50000,86000,27,Never had,Never had,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,Yes,No,Yes,NA,Yes,Never had,Have now,Never had,NA,1,Never had,Never had,NA,Never had,Never had,Medium
ID_MRRRIS,D,28,Yes,Yes,No,Don't know,Don't know,50,5400,3600,12,Never had,NA,NA,Yes,Male,No,No,Never had,No,Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_Z5TV6G,A,52,Yes,No,No,No,Yes,8000,350000,500000,10,Never had,Have now,0,Yes,Male,No,Yes,Never had,"Yes, always",Yes,Yes,No,Yes,Yes,Yes,Yes,Used to have but don’t have now,Used to have but don’t have now,Used to have but don’t have now,NA,0,Never had,Never had,NA,Have now,Used to have but don’t have now,High
ID_UXVT3O,B,35,Yes,No,No,No,Yes,97,97,97,2,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Have now,Used to have but don't have now,Medium
ID_SRLXP4,D,53,Don’t know or N/A,No,No,No,Yes,120,1000,2500,3,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,4,Never had,Never had,NA,NA,NA,Low
ID_TWD1XM,A,68,Yes,Yes,No,Yes,Yes,600,350,500,3,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,5,Never had,Never had,NA,Never had,Used to have but don’t have now,Low
ID_54696Q,A,28,Yes,No,No,Yes,Yes,1500,15000,40000,1,Never had,Never had,Yes,No,Male,No,No,Never had,"Yes, always",No,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Used to have but don’t have now,Never had,Low
ID_AJ4MH7,B,57,No,No,No,Don't know,Yes,1500,300,1000,3,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_6F5Q4M,C,36,Don’t know or N/A,Yes,No,Don't know,Don't know,30000,5000,10000,NA,NA,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,No,No,Never had,Never had,Never had,No,3,NA,NA,Yes,NA,NA,Low
ID_19IWBU,D,65,Yes,No,No,No,Yes,450,1500,6000,5,Never had,NA,NA,Yes,Male,No,No,Never had,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,9,Never had,Never had,Yes,NA,NA,Low
ID_RZJK9E,A,58,No,Yes,No,Yes,Yes,2000,12000,15000,1,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,Don't know,No,Yes,NA,Never had,Never had,Never had,NA,6,Never had,Never had,NA,Never had,Never had,Low
ID_FAAYFA,C,43,Yes,Yes,No,No,Yes,640000,35000,7680000,18,NA,Have now,Yes,No,Female,No,Yes,Never had,No,No,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_VKKZCO,D,40,No,No,No,No,Yes,100,46800,54000,8,Never had,NA,NA,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,3,Never had,Never had,Yes,NA,NA,Low
ID_FR7CL6,A,57,Yes,No,No,Yes,Yes,1500,4000,1500,12,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_BQ6FWS,B,38,Yes,No,No,No,Yes,2500,500,2500,7,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_JXLFN7,B,25,Yes,No,No,Yes,Yes,360,228,360,1,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_FHS2QJ,B,61,Yes,No,Refused,Don't know,Don't know,1000,350,500,2,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Have now,Never had,Medium
ID_I5RYBN,D,43,Yes,No,No,No,No,250,1560,3600,5,Never had,NA,NA,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,Yes,NA,NA,Medium
ID_87JLGT,C,37,Yes,Yes,No,Don't know,Don't know,65000,2500,25000,11,NA,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,No,Have now,Never had,Low
ID_U803JW,B,29,Yes,No,No,Yes,Yes,97,500,1000,1,Never had,Have now,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,Used to have but don't have now,Never had,Never had,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_QLREYL,D,45,No,No,No,No,Yes,3200,NA,NA,5,Never had,NA,NA,No,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Have now,Have now,NA,NA,NA,Medium
ID_4MHXSG,C,28,No,No,No,No,Yes,50000,25000,75000,8,NA,Never had,No,No,Female,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,Yes,NA,NA,NA,No,NA,NA,Low
ID_JYZ8XU,A,47,No,Yes,No,Don't know,Yes,500,700,1000,13,Never had,Never had,0,No,Female,No,No,Never had,No,Yes,No,No,No,Yes,NA,NA,Never had,Never had,Never had,NA,11,Never had,Never had,NA,Never had,Never had,Low
ID_DG6FWR,B,54,Don’t know or N/A,No,No,Don't know,Yes,2850,150,3000,5,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Never had,Low
ID_OFN1BW,D,47,No,No,No,Yes,Yes,300,72000,36000,1,Never had,NA,NA,No,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,NA,NA,NA,Low
ID_929U6W,A,34,Yes,No,No,No,No,1500,288000,360000,1,Never had,Have now,0,Yes,Male,No,Yes,Never had,"Yes, always",Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,11,Never had,Never had,NA,Never had,Never had,Low
ID_PWHVF8,C,28,No,Yes,Don’t know,No,No,45000,3000,8000,3,NA,Never had,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,No,No,No,NA,Yes,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,Never had,Never had,Low
ID_9ODM7K,B,30,Yes,No,No,No,Yes,5000,5500,6000,2,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,NA,NA,NA,NA,Yes,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_PPRILU,B,58,Yes,No,No,Don't know,Yes,97,97,97,5,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,Used to have but don't have now,Have now,Have now,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_E06QWF,D,42,Yes,No,No,No,Yes,150,600,3000,3,Never had,NA,NA,Yes,Female,No,Yes,Never had,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Have now,NA,NA,NA,Medium
ID_NA31XB,A,31,No,Yes,No,No,Yes,1000,1500,4000,1,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,No,Yes,Yes,Yes,Never had,Have now,Never had,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_2QDPQF,D,39,Yes,No,Don’t know,Don't know,Don't know,100,9000,14400,1,Never had,NA,NA,Yes,Female,No,Yes,Never had,"Yes, sometimes",Don't know,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,6,Never had,Never had,Yes,NA,NA,Low
ID_2XE9GU,D,38,Yes,No,No,Don't know,Yes,700,6000,8400,3,Have now,NA,NA,Yes,Male,"Yes, sometimes",Yes,Have now,"Yes, sometimes",Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Have now,NA,NA,NA,High
ID_RAVPX0,D,31,Yes,Yes,No,No,Yes,700,1524,100800,9,Never had,NA,NA,No,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_65KXVF,A,40,Yes,No,Yes,No,Yes,80000,65000,15000,2,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,NA,NA,Never had,Have now,Have now,NA,1,Never had,Never had,NA,Never had,Never had,Medium
ID_50LMBV,B,63,No,Yes,No,Yes,Yes,5750,4800,3750,19,Never had,Have now,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_I95UJQ,D,32,No,Yes,No,Yes,Yes,30,NA,NA,10,Never had,NA,NA,No,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,Yes,NA,NA,NA,NA,NA,NA,Yes,0,Have now,Never had,Yes,NA,NA,Medium
ID_B2EGIC,D,33,Yes,No,No,Yes,Yes,120,NA,NA,14,Never had,Have now,NA,No,Female,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Have now,NA,NA,NA,Medium
ID_3AO8DZ,D,34,Yes,No,No,No,Yes,150,420,3000,8,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_SC4TW8,D,45,Yes,No,No,No,Don't know,300,2400,6480,6,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Have now,Have now,NA,NA,NA,Medium
ID_VQJ4U4,B,32,Yes,No,No,No,Yes,500,100,300,1,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Never had,Used to have but don't have now,Medium
ID_E6JSXD,D,49,Yes,No,No,No,Yes,1800,NA,NA,23,Never had,NA,NA,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_S2NU4B,C,39,No,No,No,Don't know,Yes,150000,40000,80000,5,NA,Used to have but don't have now,No,Yes,Female,No,No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,Never had,Never had,Low
